,ID,Population,Group_Population,Region,State / Province / City,Country of origin / collected in,not_most_accurate,Continent,Sampling Location (Cambridgesamples),Latitude,Longitude,Uncertainty,Area,Certainty group,Comment,Source,Secondary Source,Unique
559,560,Ukrainian,Ukrainian_East,,,Ukraine,0.0,WestEurasia,,50.3,31.6,,,1.0,,Human Origins,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Oleg Balanovsky / Elena Balanovska / Mikhail Churnosov,Ukrainian_East
560,561,Ukrainian,Ukrainian_West,,,Ukraine,0.0,WestEurasia,,49.9,24.0,,,1.0,,Human Origins,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Oleg Balanovsky / Elena Balanovska / Mikhail Churnosov / Olga Utevska,Ukrainian_West
561,562,Uzbek_WGA,Uzbek_WGA,,,Uzbekistan,0.0,WestEurasia,,41.3,69.3,,,1.0,,Human Origins,Mark G. Thomas / Ruslan Ruizbakiev,Uzbek_WGA
565,566,United Kingdom,,,,United Kingdom,0.0,,,53.5,-2.33,,,1.0,,Popres,,United Kingdom
567,568,Portugal,,,,Portugal,0.0,,,39.6,-8.02,,,1.0,,Popres,,Portugal
568,569,Swiss-French,,,,Swiss-French,0.0,,,46.2,6.15,,,1.0,,Popres,,Swiss-French
570,571,Swiss-German,,,,Swiss-German,0.0,,,47.4,8.55,,,1.0,,Popres,,Swiss-German
572,573,Ireland,,,,Ireland,0.0,,,53.2,-8.18,,,1.0,,Popres,,Ireland
574,575,Belgium,,,,Belgium,0.0,,,50.7,4.61,,,1.0,,Popres,,Belgium
577,578,Netherlands,,,,Netherlands,0.0,,,52.3,5.67,,,1.0,,Popres,,Netherlands
578,579,Austria,,,,Austria,0.0,,,47.6,14.1,,,1.0,,Popres,,Austria
580,581,Swiss-Italian,,,,Swiss-Italian,0.0,,,46.0,8.95,,,1.0,,Popres,,Swiss-Italian
581,582,Czech Republic,,,,Czech Republic,0.0,,,49.7,15.4,,,1.0,,Popres,,Czech Republic
582,583,Sweden,,,,Sweden,0.0,,,59.4,18.0,,,1.0,,Popres,,Sweden
585,586,Greece,,,,Greece,0.0,,,40.0,22.7,,,1.0,,Popres,,Greece
587,588,Scotland,,,,Scotland,0.0,,,56.0,-3.2,,,1.0,,Popres,,Scotland
596,597,Denmark,,,,Denmark,0.0,,,56.1,9.25,,,1.0,,Popres,,Denmark
598,599,Latvia,,,,Latvia,0.0,,,56.9,24.9,,,1.0,,Popres,,Latvia
599,600,Slovakia,,,,Slovakia,0.0,,,48.7,19.5,,,1.0,,Popres,,Slovakia
601,602,!Kung,,,,Namibia,0.0,,,-19.6,20.5,,,1.0,,Xing,,!Kung
602,603,Alur,,,,Uganda,0.0,,,3.0167,30.9167,,,1.0,,Xing,,Alur
603,604,AP Brahmin,,,,India,0.0,,,17.7,83.3,,,1.0,,Xing,,AP Brahmin
604,605,Bambaran,,,,Mali,0.0,,,12.5074,-7.9578,,,1.0,,Xing,,Bambaran
607,608,CHB,,,,China,0.0,,,39.977516666650004,116.33741666665,,,1.0,,Xing,,CHB
609,610,Dogon,,,,Mali,0.0,,,15.1485,-4.1821,,,1.0,,Xing,,Dogon
610,611,Hema,,,,DRC,0.0,,,1.5667,30.25,,,1.0,,Xing,,Hema
611,612,Iban,,,,Malaysia,0.0,,,3.1228,113.0112,,,1.0,,Xing,,Iban
612,613,TN Dalit,,,,India,0.0,,,13.0833,80.3,,,1.0,,Xing,,TN Dalit
614,615,Kurds,,,,Iraq,0.0,,,36.7343,43.9074,,,1.0,,Xing,,Kurds_Iraq
615,616,Irula,,,,Japan,0.0,,,13.0833,80.2833,,,1.0,,Xing,,Irula
619,620,Kyrgyzstani,,,,Kyrgyzstan,0.0,,,43.193999999999996,74.5715,,,1.0,,Xing,,Kyrgyzstani
624,625,Nepalese,,,,Nepal,0.0,,,27.6711,85.3059,,,1.0,,Xing,,Nepalese
625,626,Nguni,,,,South_Africa,0.0,,,-33.2667,26.4833,,,1.0,,Xing,,Nguni
626,627,Pakistani,,,,Pakistan,0.0,,,28.6482,70.2869,,,1.0,,Xing,,Pakistani
628,629,Pygmy,,,,DRC,0.0,,,1.15,29.6667,,,1.0,,Xing,,Pygmy
629,630,Samoan,,,,Samoa,0.0,,,-13.5984,-172.4418,,,1.0,,Xing,,Samoan
630,631,Slovenian,,,,Slovenia,0.0,1,,46.0191,14.5505,,,1.0,,Xing,,Slovenian
631,632,Sotho/Tswana,,,,South_Africa,0.0,,,-26.2,28.0833,,,1.0,,Xing,,Sotho/Tswana
632,633,Stalskoe,,,,Russia,0.0,,,42.9753,47.5022,,,1.0,,Xing,,Stalskoe
634,635,Tongan,,,,Tonga,0.0,,,-21.1608,-175.1888,,,1.0,,Xing,,Tongan
635,636,Totonac,,,,Mexico,0.0,,,19.143,-96.1652,,,1.0,,Xing,,Totonac
639,640,Vietnamese,,,,Vietnam,0.0,,,16.7333,107.3,,,1.0,,Xing,,Vietnamese
641,642,MY-TM,,,,Malaysia,0.0,,,2.8330555556,102.1665277778,,,1.0,,HUGO,,MY-TM
643,644,MY-BD,,,,Malaysia,0.0,,,1.4158333333000002,110.1480555556,,,1.0,,HUGO,,MY-BD
644,645,MY-KS,,,,Malaysia,0.0,,,5.666666666699999,100.9166666667,,,1.0,,HUGO,,MY-KS
645,646,MY-JH,,,,Malaysia,0.0,,,5.416666666699999,101.1330555556,,,1.0,,HUGO,,MY-JH
646,647,MY-KN,,,,Malaysia,0.0,,,6.1180888889,102.2397916667,,,1.0,,HUGO,,MY-KN
647,648,MY-MN,,,,Malaysia,0.0,,,2.7,101.9333333333,,,1.0,,HUGO,,MY-MN
648,649,JP-ML,,,,Japan,0.0,,,35.6666666667,139.75,,,1.0,,HUGO,,JP-ML
649,650,JP-RK,,,,Japan,0.0,,,26.4666666667,127.9333333333,,,1.0,,HUGO,,JP-RK
650,651,PI-AT,,,,Philippines,0.0,,,11.204166666674999,122.21666666666252,,,1.0,,HUGO,,PI-AT
658,659,PI-AG,,,,Philippines,0.0,,,13.638888888899999,123.24444444443333,,,1.0,,HUGO,,PI-AG
661,662,PI-MA,,,,Philippines,0.0,,,8.1666666667,125.8666666667,,,1.0,,HUGO,,PI-MA
662,663,PI-MW,,,,Philippines,0.0,,,9.63666666664,125.60666666666,,,1.0,,HUGO,,PI-MW
667,668,PI-AE,,,,Philippines,0.0,,,14.789999999980001,120.35333333333999,,,1.0,,HUGO,,PI-AE
672,673,PI-IR,,,,Philippines,0.0,,,13.38333333335,121.125,,,1.0,,HUGO,,PI-IR
674,675,PI-UI,,,,Philippines,0.0,,,6.9,122.0666666667,,,1.0,,HUGO,,PI-UI
675,676,PI-UN,,,,Philippines,0.0,,,14.6333333333,121.03333333329999,,,1.0,,HUGO,,PI-UN
676,677,PI-UB,,,,Philippines,0.0,,,17.1666666667,121.9,,,1.0,,HUGO,,PI-UB
678,679,TH-HM,,,,Thailand,0.0,,,19.25416666665,99.216666666675,,,1.0,,HUGO,,TH-HM
682,683,TH-KA,,,,Thailand,0.0,,,19.016666666666666,98.15555555553334,,,1.0,,HUGO,,TH-KA
685,686,TH-LW,,,,Thailand,0.0,,,18.35,98.0833333333,,,1.0,,HUGO,,TH-LW
686,687,TH-MA,,,,Thailand,0.0,,,18.7,100.46666666670001,,,1.0,,HUGO,,TH-MA
687,688,TH-MO,,,,Thailand,0.0,,,18.5166666667,98.9,,,1.0,,HUGO,,TH-MO
688,689,TH-PL,,,,Thailand,0.0,,,19.9333333333,99.15,,,1.0,,HUGO,,TH-PL
690,691,TH-PP,,,,Thailand,0.0,,,20.275,99.85,,,1.0,,HUGO,,TH-PP
692,693,TH-TK,,,,Thailand,0.0,,,18.633333333299998,98.85,,,1.0,,HUGO,,TH-TK
693,694,TH-TL,,,,Thailand,0.0,,,19.008333333350002,100.025,,,1.0,,HUGO,,TH-TL
695,696,TH-TN,,,,Thailand,0.0,,,19.29166666665,100.89166666665,,,1.0,,HUGO,,TH-TN
697,698,TH-TU,,,,Thailand,0.0,,,17.783333333325,99.399999999975,,,1.0,,HUGO,,TH-TU
701,702,TH-TY,,,,Thailand,0.0,,,18.4,98.9333333333,,,1.0,,HUGO,,TH-TY
702,703,TH-YA,,,,Thailand,0.0,,,19.3833333333,100.42222222223332,,,1.0,,HUGO,,TH-YA
705,706,TW-HA,,,,Taiwan,0.0,,,25.0333333333,121.5166666667,,,1.0,,HUGO,,TW-HA
707,708,SG-CH,,,,Singapore,0.0,,,1.35,103.8,,,1.0,,HUGO,,SG-CH
710,711,CN-CC,,,,China,0.0,,,23.875,109.175,,,1.0,,HUGO,,CN-CC
712,713,CN-GA,,,,China,0.0,,,23.3333333333,113.5,,,1.0,,HUGO,,CN-GA
713,714,CN-HM,,,,China,0.0,,,26.25,108.6666666667,,,1.0,,HUGO,,CN-HM
714,715,CN-JI,,,,China,0.0,,,18.9333333333,109.8166666667,,,1.0,,HUGO,,CN-JI
715,716,CN-JN,,,,China,0.0,,,22.0,101.0,,,1.0,,HUGO,,CN-JN
717,718,CN-UG,,,,China,0.0,,,37.05,86.6166666667,,,1.0,,HUGO,,CN-UG
718,719,CN-WA,,,,China,0.0,,,22.59166666665,100.00833333329999,,,1.0,,HUGO,,CN-WA
721,722,ID-DY,,,,Indonesia,0.0,,,1.2333333333,116.6666666667,,,1.0,,HUGO,,ID-DY
722,723,ID-JA,,,,Indonesia,0.0,,,-6.15,106.7,,,1.0,,HUGO,,ID-JA
723,724,ID-JV,,,,Indonesia,0.0,,,-7.333333333300001,110.3666666667,,,1.0,,HUGO,,ID-JV
724,725,ID-KR,,,,Indonesia,0.0,,,1.5166666667,99.95,,,1.0,,HUGO,,ID-KR
725,726,ID-LA,,,,Indonesia,0.0,,,-8.3333333333,123.0,,,1.0,,HUGO,,ID-LA
726,727,ID-LE,,,,Indonesia,0.0,,,-8.3,124.6666666667,,,1.0,,HUGO,,ID-LE
727,728,ID-ML,,,,Indonesia,0.0,,,-2.9833333332999996,104.7333333333,,,1.0,,HUGO,,ID-ML
728,729,ID-MT,,,,Indonesia,0.0,,,-0.2833333333,98.4166666667,,,1.0,,HUGO,,ID-MT
729,730,ID-RA,,,,Indonesia,0.0,,,-8.65,120.45,,,1.0,,HUGO,,ID-RA
730,731,ID-SB,,,,Indonesia,0.0,,,-9.75,120.0,,,1.0,,HUGO,,ID-SB
731,732,ID-SO,,,,Indonesia,0.0,,,-8.633333333300001,120.1166666667,,,1.0,,HUGO,,ID-SO
733,734,ID-TB,,,,Indonesia,0.0,,,2.3166666666999998,99.0666666667,,,1.0,,HUGO,,ID-TB
734,735,ID-TR,,,,Indonesia,0.0,,,-4.7333333333,119.71666666670001,,,1.0,,HUGO,,ID-TR
735,736,IN-DR,,,,India,0.0,,,15.36666666665,76.25833333335001,,,1.0,,HUGO,,IN-DR
737,738,IN-EL,,,,India,0.0,,,22.95,88.1833333333,,,1.0,,HUGO,,IN-EL
738,739,IN-IL,,,,India,0.0,,,26.65,74.0,,,1.0,,HUGO,,IN-IL
739,740,IN-NI,,,,India,0.0,,,30.4,79.1666666667,,,1.0,,HUGO,,IN-NI
740,741,IN-NL,,,,India,0.0,,,26.7666666667,81.4166666667,,,1.0,,HUGO,,IN-NL
741,742,IN-SP,,,,India,0.0,,,29.116666666700002,76.4833333333,,,1.0,,HUGO,,IN-SP
742,743,IN-TB,,,,India,0.0,,,34.6833333333,76.45,,,1.0,,HUGO,,IN-TB
744,745,IN-WL,,,,India,0.0,,,19.6833333333,75.8666666667,,,1.0,,HUGO,,IN-WL
745,746,AX-AI,,,,Ecuador,0.0,,,4.830000000020001,-83.93333333334,,,1.0,,HUGO,,AX-AI
752,753,AX-ME,,,,Solomon Islands,0.0,,,-6.2333333333,155.1333333333,,,1.0,,HUGO,,AX-ME
757,758,Alor,"Alor, Indonesia",,,Indonesia,0.0,,,-8.25,124.75,,,3.0,Alor island,Stoneking,,Alor
760,761,Besemah,"Sumatra, Indonesia",,,Indonesia,0.0,,,-3.814831,102.898398,100,,4.0,Pasemah Plateau,Stoneking,,Besemah
761,762,Borneo,"Barito River region, Borneo",,,Indonesia,0.0,,,-3.3225300000000004,114.590387,100,,4.0,Banjarmasin,Stoneking,,"Barito River region, Borneo"
762,763,Borneo,"Kalimantan, Land Dayak, Borneo",,,Indonesia,0.0,,,0.49459,113.693409,200,,4.0,,Stoneking,,"Kalimantan, Land Dayak, Borneo"
763,764,"Bunun, Taiwan aborigines","Kaohsiung county, Taiwan",,,Taiwan,0.0,,,22.633333,120.266667,,2200.0,3.0,,Stoneking,,"Bunun, Taiwan aborigines"
765,766,Flores,"Flores, Indonesia",,,Indonesia,0.0,,,-8.674722000000001,121.38444399999999,,,3.0,,Stoneking,,Flores
766,767,Fiji,Fiji,,,Fiji,0.0,,,-18.166667,178.45,,,5.0,,Stoneking,,Fiji
767,768,Hiri,"Hiri, Indonesia",,,Indonesia,0.0,,,0.9,127.32,,,4.0,Mt Hiri,Stoneking,,Hiri
768,769,Papua New Guinea,Southern Highlands of Papua New Guinea,,,Papua New Guinea,0.0,,,-8.886714,147.623307,200,,4.0,,Stoneking,,Papua New Guinea
770,771,Mamanwa (Negrito),"Mindanao, Philippines",,,Philippines,0.0,,,9.341353999999999,125.53981100000001,50,,4.0,Jabonga,Stoneking,,Mamanwa (Negrito)
772,773,"Pingpu, Taiwan aborigines","Pingtung county, Taiwan",,,Taiwan,0.0,,,22.675494,120.49141399999999,,2700.0,3.0,,Stoneking,,"Pingpu, Taiwan aborigines"
773,774,Polynesia,Polynesia,,,Polynesia,0.0,,,-13.836557999999998,-171.759683,100,,4.0,Apia,Stoneking,,Polynesia
775,776,Roti,"Roti, Indonesia",,,Indonesia,0.0,,,-10.756506,123.10635400000001,,,4.0,Rote Island,Stoneking,,Roti
777,778,"Saisiat, Taiwan aborigines","Miaoli county, Taiwan",,,Taiwan,0.0,,,24.563414,120.825828,,1820.0,3.0,,Stoneking,,"Saisiat, Taiwan aborigines"
778,779,Semende,"Sumatra, Indonesia",,,Indonesia,0.0,,,-3.6333,103.865103,400,,4.0,,Stoneking,,Semende
779,780,Ternate,"Ternate, Indonesia",,,Indonesia,0.0,,,0.80957,127.333366,,,3.0,,Stoneking,,Ternate
780,781,Timor,"Timor, Indonesia",,,Indonesia,0.0,,,-9.863833,124.316753,20,,3.0,,Stoneking,,Timor
782,783,Tsimishian,,,,USA,0.0,,,54.4,-130.4,,,1.0,,Verdu2014,,Tsimishian
783,784,Nisga'a,,,,USA,0.0,,,55.0,-129.5,,,1.0,,Verdu2014,,Nisga'a
784,785,Haida,,,,USA,0.0,,,54.0,-132.1,,,1.0,,Verdu2014,,Haida
786,787,Stswecem'c,,,,USA,0.0,,,51.6,-122.1,,,1.0,,Verdu2014,,Stswecem'c
787,788,Splatsin,,,,USA,0.0,,,50.6,-119.1,,,1.0,,Verdu2014,,Splatsin
788,789,Seri,,,,USA,0.0,,,29.0,-112.2,,,1.0,,Verdu2014,,Seri
789,790,Sahara_OCC,,,,Sahara,0.0,,,27.166695,-13.196338,,,1.0,,Paschou2014,,Sahara_OCC
790,791,South_Morocco,,,,Morocco,0.0,,,30.439202,-9.603809,,,1.0,,Paschou2014,,South_Morocco
792,793,Tunisia,,,,Tunesia,0.0,,,36.81808,10.149609,,,1.0,,Paschou2014,,Tunisia
795,796,Libya,,,,Libya,0.0,,,32.129104999999996,20.059276999999998,,,1.0,,Paschou2014,,Libya
797,798,Druze,,,,Israel,0.0,,,33.513919,36.308057,,,1.0,,Paschou2014,,Druze
798,799,Palestine,,,,Israel,0.0,,,31.517678999999998,34.452246,,,1.0,,Paschou2014,,Palestine
799,800,Cappadocia,,,,Turkey,0.0,,,38.73641,35.478864,,,1.0,,Paschou2014,,Cappadocia
800,801,East_Rumelia,,,,Romania,0.0,,,42.140240999999996,24.746992000000002,,,1.0,,Paschou2014,,East_Rumelia
803,804,Peloponnese,,,,Greece,0.0,,,37.511088,22.372785,,,1.0,,Paschou2014,,Peloponnese
804,805,SE_Laconia,,,,Greece,0.0,,,36.512844,23.060167,,,1.0,,Paschou2014,,SE_Laconia
805,806,Dodecanese,,,,Greece,0.0,,,36.435922999999995,28.217683,,,1.0,,Paschou2014,,Dodecanese
806,807,Crete,,,,Greece,0.0,,,35.340895,25.144416,,,1.0,,Paschou2014,,Crete
