HGDPIndividualNumber	PopulationCode	PopulationName	SamplingLocation	GeographicRegionOfPopulation	Sex	InHGDP-CEPHpanel[CannEtAl2002]?	AnalyzedInRosenbergEtAl2002?	PopulationLabelBelievedToBeCorrect?	HasNoDuplicatesInPanel?	AnalyzedInRosenbergEtAl2005[datasetH1048]?	HasNoKnown1stDegreeRelativesInPanel?	HasNoKnown1stOr2ndDegreeRelativesInPanel?	HasAParentOrOffspringInPanel?	IncludedInDataset971[No1stDegreeRelatives]?	IncludedInDataset952[No1stOr2ndDegreeRelatives]?	DuplicationConjugate[OnlyDiffersFromSampleNumberIfSampleIsDuplicated]	AlternatePopulationCode[OnlyDiffersFromPrimaryPopulationCodeForBantuSouthAfrica]	AlternatePopulationName[OnlyDiffersFromPrimaryPopulationNameForBantuSouthAfrica]	OrangeQInRosenbergEtAl2002Fig1K=5	BlueQInRosenbergEtAl2002Fig1K=5	PinkQInRosenbergEtAl2002Fig1K=5	GreenQInRosenbergEtAl2002Fig1K=5	PurpleQInRosenbergEtAl2002Fig1K=5
292	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	0	0	1	0	0	292	56	Kalash	0.001	0.913	0.068	0.013	0.005
298	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	298	56	Kalash	0.001	0.993	0.002	0.002	0.001
302	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	302	56	Kalash	0.001	0.984	0.009	0.003	0.003
304	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	304	56	Kalash	0.001	0.926	0.002	0.001	0.07
307	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	307	56	Kalash	0.002	0.92	0.005	0.025	0.048
309	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	309	56	Kalash	0.004	0.983	0.007	0.004	0.003
311	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	311	56	Kalash	0.001	0.989	0.003	0.006	0.001
313	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	313	56	Kalash	0.001	0.938	0.014	0.019	0.028
315	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	315	56	Kalash	0.001	0.952	0.016	0.001	0.03
319	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	319	56	Kalash	0.001	0.987	0.003	0.002	0.007
321	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	0	0	1	0	321	56	Kalash	0.001	0.98	0.011	0.004	0.004
323	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	323	56	Kalash	0.001	0.886	0.042	0.057	0.014
326	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	0	0	1	1	326	56	Kalash	0.002	0.977	0.006	0.004	0.011
328	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	328	56	Kalash	0.002	0.944	0.02	0.002	0.032
330	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	330	56	Kalash	0.001	0.937	0.037	0.003	0.022
333	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	333	56	Kalash	0.002	0.973	0.01	0.004	0.01
336	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	336	52	Burusho	0.002	0.785	0.208	0.001	0.005
338	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	338	52	Burusho	0.002	0.746	0.207	0.004	0.04
341	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	341	52	Burusho	0.002	0.914	0.075	0.001	0.008
346	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	346	52	Burusho	0.005	0.757	0.232	0.006	0.001
351	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	351	52	Burusho	0.001	0.793	0.03	0.061	0.115
356	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	356	52	Burusho	0.001	0.788	0.166	0.038	0.008
359	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	359	52	Burusho	0.012	0.771	0.208	0.006	0.002
364	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	364	52	Burusho	0.002	0.834	0.098	0.06	0.006
371	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	371	52	Burusho	0.001	0.771	0.218	0.005	0.006
372	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	372	52	Burusho	0.002	0.722	0.268	0.005	0.003
376	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	376	52	Burusho	0.002	0.729	0.255	0.007	0.007
382	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	382	52	Burusho	0.002	0.721	0.164	0.011	0.101
388	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	388	52	Burusho	0.021	0.628	0.33	0.003	0.017
392	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	392	52	Burusho	0.001	0.834	0.092	0.067	0.005
397	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	397	52	Burusho	0.001	0.817	0.032	0.147	0.004
402	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	402	52	Burusho	0.001	0.914	0.057	0.006	0.022
407	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	407	52	Burusho	0.005	0.781	0.208	0.005	0.002
412	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	412	52	Burusho	0.002	0.929	0.04	0.024	0.005
417	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	417	52	Burusho	0.002	0.811	0.069	0.007	0.111
423	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	423	52	Burusho	0.002	0.704	0.246	0.01	0.039
428	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	428	52	Burusho	0.001	0.786	0.084	0.007	0.121
433	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	433	52	Burusho	0.003	0.877	0.024	0.091	0.005
438	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	438	52	Burusho	0.002	0.736	0.258	0.003	0.002
444	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	444	52	Burusho	0.001	0.706	0.285	0.004	0.004
445	52	Burusho	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	445	52	Burusho	0.006	0.774	0.211	0.005	0.004
448	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	0	0	1	0	448	488	BiakaPygmy	0.995	0.001	0.002	0.001	0.001
449	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	1	1	0	1	1	449	489	MbutiPygmy	0.99	0.002	0.003	0.003	0.001
450	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	1	1	0	1	1	450	489	MbutiPygmy	0.994	0.002	0.001	0.003	0.001
451	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	0	0	1	0	0	451	488	BiakaPygmy	0.996	0.001	0.001	0.001	0.001
452	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	0	1	1	1	0	1	1	1087	488	BiakaPygmy	0.998	0.001	0.001	0	0.001
453	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	453	488	BiakaPygmy	0.997	0.001	0.001	0.001	0.001
454	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	454	488	BiakaPygmy	0.996	0.001	0.001	0.001	0.001
455	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	455	488	BiakaPygmy	0.997	0.001	0.001	0.001	0
456	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	1	1	0	1	1	456	489	MbutiPygmy	0.992	0.001	0.002	0.003	0.001
457	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	0	1	0	0	1	1	1	1092	488	BiakaPygmy	0.998	0	0.001	0	0.001
458	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	458	488	BiakaPygmy	0.983	0.002	0.005	0.008	0.002
459	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	459	488	BiakaPygmy	0.993	0.001	0.001	0.004	0
460	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	460	488	BiakaPygmy	0.993	0.002	0.002	0.001	0.001
461	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	0	0	1	1	461	488	BiakaPygmy	0.993	0.003	0.002	0.001	0.001
462	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	1	1	0	1	1	462	489	MbutiPygmy	0.993	0.001	0.002	0.002	0.001
463	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	1	1	0	1	1	463	489	MbutiPygmy	0.994	0.002	0.002	0.002	0.001
464	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	0	0	1	1	1	464	488	BiakaPygmy	0.993	0.001	0.001	0.003	0.001
465	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	0	0	1	1	465	488	BiakaPygmy	0.989	0.002	0.002	0.006	0.001
466	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	0	0	0	1	1	466	488	BiakaPygmy	0.996	0.001	0.001	0.001	0.001
467	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	1	1	0	1	1	467	489	MbutiPygmy	0.995	0.002	0.002	0.001	0.001
468	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	0	0	1	0	0	468	489	MbutiPygmy	0.993	0.002	0.002	0.001	0.002
469	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	469	488	BiakaPygmy	0.997	0.001	0.001	0.001	0.001
470	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	470	488	BiakaPygmy	0.991	0.003	0.002	0.002	0.002
471	489	MbutiPygmy	Congo	AFRICA	f	1	1	1	1	1	0	0	1	1	1	471	489	MbutiPygmy	0.994	0.003	0.001	0.001	0.001
472	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	0	1	1	0	0	1	1	981	488	BiakaPygmy	0.997	0	0.001	0.001	0.001
473	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	0	0	1	1	1	473	488	BiakaPygmy	0.996	0.001	0.001	0.001	0.002
474	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	1	1	0	1	1	474	489	MbutiPygmy	0.988	0.006	0.002	0.003	0.001
475	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	475	488	BiakaPygmy	0.987	0.004	0.004	0.002	0.003
476	489	MbutiPygmy	Congo	AFRICA	f	1	1	1	1	1	1	1	0	1	1	476	489	MbutiPygmy	0.988	0.002	0.002	0.008	0.001
477	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	0	0	1	0	0	477	488	BiakaPygmy	0.996	0.001	0.001	0.001	0.002
478	489	MbutiPygmy	Congo	AFRICA	m	1	1	1	1	1	1	1	0	1	1	478	489	MbutiPygmy	0.99	0.002	0.004	0.001	0.003
479	488	BiakaPygmy	CentralAfricanRepublic	AFRICA	m	1	1	1	1	1	1	1	0	1	1	479	488	BiakaPygmy	0.997	0.001	0.001	0.001	0.001
490	71	Melanesian	Bougainville	OCEANIA	m	1	1	1	1	1	0	0	1	0	0	490	71	Melanesian	0	0.001	0.002	0.995	0.001
491	71	Melanesian	Bougainville	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	491	71	Melanesian	0.001	0.007	0.062	0.93	0.001
511	25	French	France	EUROPE	m	1	1	1	1	1	0	0	0	1	1	511	25	French	0.001	0.981	0.003	0.009	0.006
512	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	512	25	French	0.001	0.997	0.001	0.001	0.001
513	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	513	25	French	0.001	0.983	0.004	0.002	0.01
514	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	514	25	French	0.001	0.986	0.004	0.004	0.005
515	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	515	25	French	0.002	0.96	0.031	0.003	0.004
516	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	516	25	French	0.001	0.989	0.002	0.007	0.001
517	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	517	25	French	0.001	0.991	0.001	0.002	0.005
518	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	518	25	French	0.002	0.994	0.001	0.002	0.001
519	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	519	25	French	0.001	0.982	0.009	0.007	0.001
520	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	520	25	French	0.001	0.985	0.002	0.01	0.002
521	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	521	25	French	0.001	0.993	0.001	0.003	0.001
522	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	522	25	French	0.001	0.979	0.011	0.002	0.007
523	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	523	25	French	0.003	0.988	0.004	0.002	0.003
524	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	524	25	French	0	0.989	0.001	0.005	0.004
525	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	525	25	French	0.001	0.966	0.003	0.004	0.026
526	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	526	25	French	0.001	0.989	0.005	0.002	0.003
527	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	527	25	French	0.002	0.989	0.006	0.002	0.001
528	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	528	25	French	0.002	0.985	0.004	0.009	0.001
529	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	529	25	French	0.001	0.995	0.003	0.001	0.001
530	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	530	25	French	0.002	0.988	0.004	0.004	0.002
531	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	531	25	French	0.01	0.947	0.026	0.011	0.006
532	25	French	France	EUROPE	f	1	1	1	1	1	0	0	0	0	0	532	25	French	0.001	0.986	0.002	0.007	0.003
533	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	533	25	French	0.001	0.992	0.001	0.002	0.003
534	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	534	25	French	0.001	0.979	0.005	0.007	0.009
535	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	535	25	French	0.001	0.994	0.002	0.001	0.001
536	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	536	25	French	0.002	0.994	0.002	0.002	0.001
537	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	537	25	French	0.001	0.898	0.007	0.005	0.09
538	25	French	France	EUROPE	m	1	1	1	1	1	1	1	0	1	1	538	25	French	0.002	0.99	0.003	0.002	0.003
539	25	French	France	EUROPE	f	1	1	1	1	1	1	1	0	1	1	539	25	French	0.001	0.992	0.001	0.002	0.005
540	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	540	75	Papuan	0.004	0.082	0.068	0.838	0.009
541	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	541	75	Papuan	0.006	0.118	0.084	0.768	0.025
542	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	542	75	Papuan	0.001	0.055	0.222	0.71	0.012
543	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	543	75	Papuan	0.001	0.134	0.014	0.848	0.003
544	75	Papuan	NewGuinea	OCEANIA	f	1	1	1	1	1	1	1	0	1	1	544	75	Papuan	0.008	0.002	0.324	0.653	0.013
545	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	545	75	Papuan	0.002	0.158	0.043	0.796	0.002
546	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	546	75	Papuan	0.002	0.034	0.188	0.775	0.001
547	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	547	75	Papuan	0.001	0.008	0.189	0.782	0.02
548	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	548	75	Papuan	0.005	0.061	0.16	0.771	0.003
549	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	549	75	Papuan	0.003	0.148	0.041	0.805	0.003
550	75	Papuan	NewGuinea	OCEANIA	f	1	1	1	1	1	1	1	0	1	1	550	75	Papuan	0.009	0.018	0.179	0.793	0.002
551	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	551	75	Papuan	0.003	0.147	0.193	0.655	0.001
552	75	Papuan	NewGuinea	OCEANIA	f	1	1	1	1	1	1	1	0	1	1	552	75	Papuan	0.068	0.072	0.05	0.807	0.003
553	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	553	75	Papuan	0.048	0.066	0.105	0.777	0.004
554	75	Papuan	NewGuinea	OCEANIA	f	1	1	1	1	1	1	1	0	1	1	554	75	Papuan	0.001	0.016	0.179	0.802	0.002
555	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	555	75	Papuan	0.001	0.008	0.341	0.641	0.01
556	75	Papuan	NewGuinea	OCEANIA	m	1	1	1	1	1	1	1	0	1	1	556	75	Papuan	0.003	0.004	0.113	0.876	0.003
557	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	557	37	Druze	0.001	0.989	0.006	0.002	0.002
558	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	558	37	Druze	0.001	0.988	0.005	0.002	0.004
559	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	559	37	Druze	0.003	0.981	0.006	0.006	0.004
560	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	560	37	Druze	0.001	0.995	0.001	0.002	0.001
561	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	561	37	Druze	0.002	0.896	0.098	0.001	0.004
562	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	562	37	Druze	0.001	0.994	0.002	0.001	0.002
563	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	563	37	Druze	0.004	0.981	0.002	0.011	0.001
564	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	564	37	Druze	0.001	0.995	0.002	0.001	0
565	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	565	37	Druze	0.003	0.989	0.002	0.003	0.002
566	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	566	37	Druze	0.001	0.996	0.001	0.001	0.002
567	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	567	37	Druze	0.002	0.994	0.001	0.001	0.002
568	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	1	568	37	Druze	0.001	0.996	0.001	0.001	0.001
569	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	0	0	0	1	1	569	37	Druze	0.002	0.988	0.005	0.002	0.003
570	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	0	570	37	Druze	0.001	0.996	0.001	0.001	0.001
571	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	0	0	1	1	1	571	37	Druze	0.003	0.994	0.001	0.001	0.001
572	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	572	37	Druze	0.002	0.99	0.001	0.005	0.001
573	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	573	37	Druze	0.001	0.995	0.002	0.001	0.001
574	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	574	37	Druze	0.001	0.997	0.001	0.001	0.001
575	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	575	37	Druze	0.001	0.995	0.001	0.002	0.001
576	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	576	37	Druze	0.066	0.927	0.001	0.004	0.002
577	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	577	37	Druze	0.001	0.996	0.001	0.001	0.001
578	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	578	37	Druze	0.004	0.98	0.006	0.007	0.004
579	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	579	37	Druze	0.022	0.953	0.023	0.001	0.001
580	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	580	37	Druze	0.019	0.977	0.002	0.001	0.001
581	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	581	37	Druze	0.004	0.984	0.005	0.006	0.001
582	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	582	37	Druze	0.002	0.985	0.002	0.002	0.009
583	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	0	1	1	1	0	1	1	589	37	Druze	0	0.995	0.001	0.001	0.002
584	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	584	37	Druze	0.003	0.993	0.002	0.001	0.001
585	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	0	585	37	Druze	0.001	0.982	0.005	0.01	0.002
586	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	586	37	Druze	0.001	0.989	0.007	0.001	0.002
587	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	587	37	Druze	0.002	0.979	0.014	0.004	0.002
588	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	588	37	Druze	0.001	0.996	0.001	0.001	0.001
589	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	0	0	NA	NA	NA	0	0	583	37	Druze	0.001	0.995	0.002	0.001	0.002
590	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	0	0	0	1	1	590	37	Druze	0.001	0.99	0.001	0.005	0.003
591	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	0	0	1	1	591	37	Druze	0.004	0.992	0.002	0.001	0.001
592	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	0	0	1	0	0	592	37	Druze	0.001	0.996	0.001	0.001	0.001
594	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	594	37	Druze	0.002	0.989	0.003	0.005	0.001
595	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	595	37	Druze	0.001	0.996	0.001	0.001	0.001
597	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	597	37	Druze	0.002	0.984	0.01	0.003	0.001
598	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	598	37	Druze	0.001	0.995	0.002	0.002	0.001
599	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	599	37	Druze	0.003	0.992	0.001	0.001	0.003
600	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	600	37	Druze	0.002	0.993	0.001	0.002	0.001
601	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	601	37	Druze	0.001	0.994	0.001	0.002	0.001
602	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	602	37	Druze	0.003	0.98	0.005	0.001	0.011
603	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	0	0	0	0	0	603	37	Druze	0.008	0.979	0.009	0.002	0.001
604	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	604	37	Druze	0.004	0.993	0.001	0.001	0.001
605	37	Druze	Israel-Carmel	MIDDLE_EAST	m	1	1	1	1	1	0	0	0	0	0	605	37	Druze	0.001	0.993	0.002	0.002	0.002
606	37	Druze	Israel-Carmel	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	606	37	Druze	0.006	0.991	0.001	0.001	0.001
607	36	Bedouin	Israel-Negev	MIDDLE_EAST	f	1	1	1	1	1	1	1	0	1	1	607	36	Bedouin	0.122	0.875	0.001	0.001	0.001
608	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	608	36	Bedouin	0.058	0.937	0.002	0.001	0.001
609	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	609	36	Bedouin	0.142	0.848	0.005	0.004	0.001
610	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	610	36	Bedouin	0.002	0.991	0.001	0.002	0.004
611	36	Bedouin	Israel-Negev	MIDDLE_EAST	m	1	1	1	1	1	1	1	0	1	1	611	36	Bedouin	0.14	0.854	0.004	0.002	0.001
